,keyword,type,date,index
1,比特币,all,2019/3/22,16118
1,比特币,all,2019/3/23,16900
1,比特币,all,2019/3/24,11855
1,比特币,all,2019/3/25,13015
1,比特币,all,2019/3/26,14926
1,比特币,all,2019/3/27,12398
1,比特币,all,2019/3/28,11746
1,比特币,all,2019/3/29,13970
1,比特币,all,2019/3/30,9552
1,比特币,all,2019/3/31,8620
1,比特币,all,2019/4/1,14342
1,比特币,all,2019/4/2,42385
1,比特币,all,2019/4/3,49313
1,比特币,all,2019/4/4,44444
1,比特币,all,2019/4/5,23241
1,比特币,all,2019/4/6,21552
1,比特币,all,2019/4/7,24053
1,比特币,all,2019/4/8,32472
1,比特币,all,2019/4/9,32052
1,比特币,all,2019/4/10,28864
1,比特币,all,2019/4/11,27689
1,比特币,all,2019/4/12,23482
1,比特币,all,2019/4/13,18676
1,比特币,all,2019/4/14,23524
1,比特币,all,2019/4/15,21202
1,比特币,all,2019/4/16,14575
1,比特币,all,2019/4/17,18145
1,比特币,all,2019/4/18,20032
1,比特币,all,2019/4/19,15325
1,比特币,all,2019/4/20,12953
1,比特币,all,2019/4/21,15223
1,比特币,all,2019/4/22,24123
1,比特币,all,2019/4/23,21410
1,比特币,all,2019/4/24,19531
1,比特币,all,2019/4/25,20895
1,比特币,all,2019/4/26,21026
1,比特币,all,2019/4/27,17284
1,比特币,all,2019/4/28,17426
1,比特币,all,2019/4/29,16812
1,比特币,all,2019/4/30,13797
1,比特币,all,2019/5/1,13702
1,比特币,all,2019/5/2,14512
1,比特币,all,2019/5/3,20226
1,比特币,all,2019/5/4,24476
1,比特币,all,2019/5/5,25814
1,比特币,all,2019/5/6,25885
1,比特币,all,2019/5/7,25782
1,比特币,all,2019/5/8,25783
1,比特币,all,2019/5/9,31167
1,比特币,all,2019/5/10,34685
1,比特币,all,2019/5/11,42224
1,比特币,all,2019/5/12,59753
1,比特币,all,2019/5/13,59707
1,比特币,all,2019/5/14,111783
1,比特币,all,2019/5/15,75524
1,比特币,all,2019/5/16,65418
1,比特币,all,2019/5/17,75072
1,比特币,all,2019/5/18,57480
1,比特币,all,2019/5/19,55480
1,比特币,all,2019/5/20,50833
1,比特币,all,2019/5/21,42461
1,比特币,all,2019/5/22,36032
1,比特币,all,2019/5/23,46231
1,比特币,all,2019/5/24,34439
1,比特币,all,2019/5/25,26232
1,比特币,all,2019/5/26,25071
1,比特币,all,2019/5/27,51118
1,比特币,all,2019/5/28,54041
1,比特币,all,2019/5/29,41015
1,比特币,all,2019/5/30,45102
1,比特币,all,2019/5/31,43686
1,比特币,all,2019/6/1,33304
1,比特币,all,2019/6/2,29128
1,比特币,all,2019/6/3,48610
1,比特币,all,2019/6/4,49710
1,比特币,all,2019/6/5,53884
1,比特币,all,2019/6/6,37834
1,比特币,all,2019/6/7,42212
1,比特币,all,2019/6/8,27575
1,比特币,all,2019/6/9,38614
1,比特币,all,2019/6/10,43622
1,比特币,all,2019/6/11,41758
1,比特币,all,2019/6/12,43754
1,比特币,all,2019/6/13,36294
1,比特币,all,2019/6/14,32434
1,比特币,all,2019/6/15,28355
1,比特币,all,2019/6/16,36552
1,比特币,all,2019/6/17,41631
1,比特币,all,2019/6/18,39489
1,比特币,all,2019/6/19,38619
1,比特币,all,2019/6/20,40513
1,比特币,all,2019/6/21,50891
1,比特币,all,2019/6/22,94922
1,比特币,all,2019/6/23,77610
1,比特币,all,2019/6/24,75827
1,比特币,all,2019/6/25,81822
1,比特币,all,2019/6/26,127965
1,比特币,all,2019/6/27,143827
1,比特币,all,2019/6/28,111795
1,比特币,all,2019/6/29,74722
1,比特币,all,2019/6/30,66624
1,比特币,all,2019/7/1,76830
1,比特币,all,2019/7/2,89345
1,比特币,all,2019/7/3,79304
1,比特币,all,2019/7/4,73235
1,比特币,all,2019/7/5,70465
1,比特币,all,2019/7/6,57060
1,比特币,all,2019/7/7,38598
1,比特币,all,2019/7/8,48635
1,比特币,all,2019/7/9,63102
1,比特币,all,2019/7/10,71410
1,比特币,all,2019/7/11,64005
1,比特币,all,2019/7/12,56230
1,比特币,all,2019/7/13,42579
1,比特币,all,2019/7/14,61024
1,比特币,all,2019/7/15,60188
1,比特币,all,2019/7/16,55224
1,比特币,all,2019/7/17,62334
1,比特币,all,2019/7/18,62474
1,比特币,all,2019/7/19,49465
1,比特币,all,2019/7/20,36478
1,比特币,all,2019/7/21,32152
1,比特币,all,2019/7/22,40963
1,比特币,all,2019/7/23,41119
1,比特币,all,2019/7/24,42849
1,比特币,all,2019/7/25,36088
1,比特币,all,2019/7/26,36384
1,比特币,all,2019/7/27,30053
1,比特币,all,2019/7/28,28887
1,比特币,all,2019/7/29,32137
1,比特币,all,2019/7/30,33419
1,比特币,all,2019/7/31,30403
1,比特币,all,2019/8/1,30397
1,比特币,all,2019/8/2,33921
1,比特币,all,2019/8/3,31777
1,比特币,all,2019/8/4,29562
1,比特币,all,2019/8/5,48776
1,比特币,all,2019/8/6,50747
1,比特币,all,2019/8/7,39136
1,比特币,all,2019/8/8,38096
1,比特币,all,2019/8/9,34545
1,比特币,all,2019/8/10,28332
1,比特币,all,2019/8/11,26746
1,比特币,all,2019/8/12,26740
1,比特币,all,2019/8/13,28020
1,比特币,all,2019/8/14,30286
1,比特币,all,2019/8/15,35144
1,比特币,all,2019/8/16,29417
1,比特币,all,2019/8/17,23935
1,比特币,all,2019/8/18,22615
1,比特币,all,2019/8/19,27624
1,比特币,all,2019/8/20,27614
1,比特币,all,2019/8/21,26377
1,比特币,all,2019/8/22,26720
1,比特币,all,2019/8/23,24148
1,比特币,all,2019/8/24,24716
1,比特币,all,2019/8/25,24379
1,比特币,all,2019/8/26,38273
1,比特币,all,2019/8/27,31841
1,比特币,all,2019/8/28,28216
1,比特币,all,2019/8/29,32813
1,比特币,all,2019/8/30,35644
1,比特币,all,2019/8/31,22452
1,比特币,all,2019/9/1,21156
1,比特币,all,2019/9/2,55914
1,比特币,all,2019/9/3,77227
1,比特币,all,2019/9/4,37943
1,比特币,all,2019/9/5,30903
1,比特币,all,2019/9/6,26229
1,比特币,all,2019/9/7,22221
1,比特币,all,2019/9/8,21462
1,比特币,all,2019/9/9,23781
1,比特币,all,2019/9/10,24861
1,比特币,all,2019/9/11,24313
1,比特币,all,2019/9/12,21622
1,比特币,all,2019/9/13,17574
1,比特币,all,2019/9/14,17480
1,比特币,all,2019/9/15,30855
1,比特币,all,2019/9/16,23444
1,比特币,all,2019/9/17,21082
1,比特币,all,2019/9/18,19874
1,比特币,all,2019/9/19,21973
1,比特币,all,2019/9/20,20339
1,比特币,all,2019/9/21,17047
1,比特币,all,2019/9/22,18443
1,比特币,all,2019/9/23,22255
1,比特币,all,2019/9/24,22271
1,比特币,all,2019/9/25,53891
1,比特币,all,2019/9/26,45051
1,比特币,all,2019/9/27,37435
1,比特币,all,2019/9/28,27128
1,比特币,all,2019/9/29,26573
1,比特币,all,2019/9/30,23859
1,比特币,all,2019/10/1,17748
1,比特币,all,2019/10/2,17897
1,比特币,all,2019/10/3,18103
1,比特币,all,2019/10/4,17895
1,比特币,all,2019/10/5,17265
1,比特币,all,2019/10/6,18389
1,比特币,all,2019/10/7,23624
1,比特币,all,2019/10/8,29739
1,比特币,all,2019/10/9,24488
1,比特币,all,2019/10/10,30951
1,比特币,all,2019/10/11,24880
1,比特币,all,2019/10/12,20674
1,比特币,all,2019/10/13,17991
1,比特币,all,2019/10/14,21360
1,比特币,all,2019/10/15,19905
1,比特币,all,2019/10/16,21446
1,比特币,all,2019/10/17,22256
1,比特币,all,2019/10/18,19729
1,比特币,all,2019/10/19,17011
1,比特币,all,2019/10/20,17307
1,比特币,all,2019/10/21,19912
1,比特币,all,2019/10/22,18439
1,比特币,all,2019/10/23,23396
1,比特币,all,2019/10/24,29296
1,比特币,all,2019/10/25,27669
1,比特币,all,2019/10/26,87670
1,比特币,all,2019/10/27,54305
1,比特币,all,2019/10/28,75040
1,比特币,all,2019/10/29,57490
1,比特币,all,2019/10/30,41077
1,比特币,all,2019/10/31,36327
1,比特币,all,2019/11/1,28929
1,比特币,all,2019/11/2,24150
1,比特币,all,2019/11/3,23910
1,比特币,all,2019/11/4,28324
1,比特币,all,2019/11/5,28558
1,比特币,all,2019/11/6,27685
1,比特币,all,2019/11/7,25599
1,比特币,all,2019/11/8,25884
1,比特币,all,2019/11/9,32073
1,比特币,all,2019/11/10,24743
1,比特币,all,2019/11/11,24912
1,比特币,all,2019/11/12,22671
1,比特币,all,2019/11/13,20819
1,比特币,all,2019/11/14,19854
1,比特币,all,2019/11/15,18771
1,比特币,all,2019/11/16,17868
1,比特币,all,2019/11/17,16760
1,比特币,all,2019/11/18,19043
1,比特币,all,2019/11/19,21012
1,比特币,all,2019/11/20,22576
1,比特币,all,2019/11/21,27921
1,比特币,all,2019/11/22,34788
1,比特币,all,2019/11/23,37979
1,比特币,all,2019/11/24,30409
1,比特币,all,2019/11/25,39258
1,比特币,all,2019/11/26,31424
1,比特币,all,2019/11/27,28690
1,比特币,all,2019/11/28,39707
1,比特币,all,2019/11/29,39329
1,比特币,all,2019/11/30,22695
1,比特币,all,2019/12/1,38977
1,比特币,all,2019/12/2,33932
1,比特币,all,2019/12/3,26965
1,比特币,all,2019/12/4,23448
1,比特币,all,2019/12/5,23635
1,比特币,all,2019/12/6,21529
1,比特币,all,2019/12/7,18398
1,比特币,all,2019/12/8,17071
1,比特币,all,2019/12/9,20023
1,比特币,all,2019/12/10,19905
1,比特币,all,2019/12/11,19340
1,比特币,all,2019/12/12,18619
1,比特币,all,2019/12/13,20948
1,比特币,all,2019/12/14,20535
1,比特币,all,2019/12/15,22287
1,比特币,all,2019/12/16,21111
1,比特币,all,2019/12/17,25739
1,比特币,all,2019/12/18,27913
1,比特币,all,2019/12/19,26007
1,比特币,all,2019/12/20,20248
1,比特币,all,2019/12/21,17704
1,比特币,all,2019/12/22,16236
1,比特币,all,2019/12/23,21517
1,比特币,all,2019/12/24,19799
1,比特币,all,2019/12/25,19564
1,比特币,all,2019/12/26,19379
1,比特币,all,2019/12/27,18047
1,比特币,all,2019/12/28,18856
1,比特币,all,2019/12/29,16992
1,比特币,all,2019/12/30,19401
1,比特币,all,2019/12/31,18275
1,比特币,all,2020/1/1,15858
